#time	counts
0	9.15541E-05
0.0122216	0
0.0244432	0
0.0366648	0
0.0488864	0
0.061108	0
0.0733296	0
0.0855512	0
0.0977728	0
0.1099944	0
0.122216	0
0.1344376	0
0.1466592	0
0.1588808	0
0.1711024	0
0.183324	0
0.1955456	0
0.2077672	0
0.2199888	0
0.2322104	0
0.244432	0
0.2566536	0
0.2688752	0
0.2810968	0
0.2933184	0
0.30554	0
0.3177616	0
0.3299832	0
0.3422048	0
0.3544264	0
0.366648	0
0.3788696	0
0.3910912	0
0.4033128	0
0.4155344	0
0.427756	0
0.4399776	0
0.4521992	0
0.4644208	0
0.4766424	0
0.488864	0
0.5010856	0
0.5133072	1.5259E-05
0.5255288	0
0.5377504	0
0.549972	0
0.5621936	1.5259E-05
0.5744152	0
0.5866368	4.57771E-05
0.5988584	0
0.61108	1.5259E-05
0.6233016	3.0518E-05
0.6355232	1.5259E-05
0.6477448	0
0.6599664	4.57771E-05
0.672188	1.5259E-05
0.6844096	1.5259E-05
0.6966312	1.5259E-05
0.7088528	0
0.7210744	3.0518E-05
0.733296	0
0.7455176	1.5259E-05
0.7577392	1.5259E-05
0.7699608	0
0.7821824	1.5259E-05
0.794404	1.5259E-05
0.8066256	3.0518E-05
0.8188472	1.5259E-05
0.8310688	1.5259E-05
0.8432904	0
0.855512	0
0.8677336	6.10361E-05
0.8799552	1.5259E-05
0.8921768	0
0.9043984	0
0.91662	1.5259E-05
0.9288416	1.5259E-05
0.9410632	1.5259E-05
0.9532848	0
0.9655064	0
0.977728	1.5259E-05
0.9899496	1.5259E-05
1.0021712	0
1.0143928	0
1.0266144	0
1.038836	0
1.0510576	1.5259E-05
1.0632792	1.5259E-05
1.0755008	1.5259E-05
1.0877224	1.5259E-05
1.099944	1.5259E-05
1.1121656	1.5259E-05
1.1243872	1.5259E-05
1.1366088	1.5259E-05
1.1488304	0
1.161052	1.5259E-05
1.1732736	0
1.1854952	1.5259E-05
1.1977168	0
1.2099384	0
1.22216	0
1.2343816	0
1.2466032	1.5259E-05
1.2588248	1.5259E-05
1.2710464	0
1.283268	1.5259E-05
1.2954896	3.0518E-05
1.3077112	1.5259E-05
1.3199328	0
1.3321544	1.5259E-05
1.344376	1.5259E-05
1.3565976	0
1.3688192	0
1.3810408	1.5259E-05
1.3932624	0
1.405484	0
1.4177056	1.5259E-05
1.4299272	0
1.4421488	0
1.4543704	1.5259E-05
1.466592	0
1.4788136	1.5259E-05
1.4910352	0
1.5032568	0
1.5154784	0
1.5277	0
1.5399216	0
1.5521432	0
1.5643648	1.5259E-05
1.5765864	1.5259E-05
1.588808	1.5259E-05
1.6010296	0
1.6132512	0
1.6254728	1.5259E-05
1.6376944	1.5259E-05
1.649916	0
1.6621376	1.5259E-05
1.6743592	1.5259E-05
1.6865808	0
1.6988024	1.5259E-05
1.711024	3.0518E-05
1.7232456	0
1.7354672	3.0518E-05
1.7476888	3.0518E-05
1.7599104	0
1.772132	0
1.7843536	0
1.7965752	0
1.8087968	0
1.8210184	3.0518E-05
1.83324	0
1.8454616	3.0518E-05
1.8576832	3.0518E-05
1.8699048	0
1.8821264	1.5259E-05
1.894348	0
1.9065696	1.5259E-05
1.9187912	4.57771E-05
1.9310128	3.0518E-05
1.9432344	1.5259E-05
1.955456	1.5259E-05
1.9676776	1.5259E-05
1.9798992	0
1.9921208	0
2.0043424	1.5259E-05
2.016564	3.0518E-05
2.0287856	3.0518E-05
2.0410072	0
2.0532288	0
2.0654504	0
2.077672	1.5259E-05
2.0898936	1.5259E-05
2.1021152	1.5259E-05
2.1143368	0
2.1265584	1.5259E-05
2.13878	3.0518E-05
2.1510016	1.5259E-05
2.1632232	1.5259E-05
2.1754448	3.0518E-05
2.1876664	0
2.199888	1.5259E-05
2.2121096	1.5259E-05
2.2243312	0
2.2365528	4.57771E-05
2.2487744	0
2.260996	0
2.2732176	1.5259E-05
2.2854392	3.0518E-05
2.2976608	1.5259E-05
2.3098824	1.5259E-05
2.322104	1.5259E-05
2.3343256	1.5259E-05
2.3465472	1.5259E-05
2.3587688	1.5259E-05
2.3709904	0
2.383212	1.5259E-05
2.3954336	1.5259E-05
2.4076552	1.5259E-05
2.4198768	0
2.4320984	0
2.44432	0
2.4565416	1.5259E-05
2.4687632	1.5259E-05
2.4809848	1.5259E-05
2.4932064	0
2.505428	0
2.5176496	0
2.5298712	0
2.5420928	1.5259E-05
2.5543144	0
2.566536	0
2.5787576	0
2.5909792	6.10361E-05
2.6032008	1.5259E-05
2.6154224	1.5259E-05
2.627644	0
2.6398656	3.0518E-05
2.6520872	3.0518E-05
2.6643088	1.5259E-05
2.6765304	0
2.688752	1.5259E-05
2.7009736	0
2.7131952	1.5259E-05
2.7254168	0
